user_id,song_id,listen_count,timestamp,interaction,genres,hashtag
5,88,1,2024-01-31 07:57:23.161769,1,"['Opera', 'World', 'Hip-Hop', 'Punk', 'Trance', 'Electronic', 'Classical', 'Dancehall', 'Emo', 'Alternative']","#StoryOfMyLife,#SelfReflection,#Mood,#LostAndFound,#TikTokViral,#JustVibing,#InnerPeace,#FeelsTrain,#MusicTherapy,#LoveSong,#CryingInTheClub,#Heartbreak"
77,467,0,2024-06-21 07:35:23.161773,1,"['Jazz', 'K-Pop', 'Funk', 'Chillstep', 'Dubstep', 'Rock', 'Alternative', 'Classical', 'Synthwave', 'Emo', 'Grunge', 'Indie', 'Electronic']","#StoryOfMyLife,#Relatable,#MusicToFeelTo,#BrokenHeart,#HealingThroughMusic,#Emotional,#InMyFeelings,#ViralSound,#ChillVibes,#OnMyMind,#SelfReflection,#Heartbreak,#LostInThought,#JustVibing,#LostAndFound"
2,307,1,2024-03-22 11:15:23.161776,-1,"['Opera', 'DrumAndBass', 'Ambient', 'Metal', 'Reggae', 'Electronic', 'Country', 'Hip-Hop']","#ChillVibes,#MusicToFeelTo,#Relatable,#InnerPeace,#OnMyMind,#CryingInTheClub,#DeepThoughts,#LoveSong,#ViralSound,#SelfReflection,#Dreamy,#RawEmotions,#Emotional"
50,324,3,2024-10-30 09:13:23.161779,2,"['R&B', 'Punk', 'Lo-fi', 'Disco', 'DrumAndBass', 'World', 'Classical', 'Trance', 'Grunge', 'Indie', 'Reggae', 'Acoustic', 'Funk', 'Electronic', 'Ska', 'Metal', 'Dubstep', 'Folk', 'Pop']",#TikTokViral
87,326,2,2024-06-29 17:16:23.161783,2,"['DrumAndBass', 'Acoustic', 'Synthwave']","#Soulful,#MusicTherapy,#BrokenHeart,#LostAndFound,#JustVibing"
16,284,1,2024-04-30 10:18:23.161786,1,"['Synthwave', 'Emo', 'Pop', 'DrumAndBass', 'Afrobeats', 'Chillstep', 'Blues', 'Trap', 'Ska', 'Lo-fi', 'Punk', 'Jazz', 'K-Pop', 'Acoustic', 'Funk', 'Folk']","#DeepThoughts,#LoveSong,#SelfReflection,#Emotional,#RawEmotions,#InnerPeace"
95,36,0,2024-10-28 18:40:23.161790,1,['Jazz'],
13,331,1,2024-10-21 08:44:23.161793,2,"['Dubstep', 'Blues', 'Metal', 'House', 'Electronic', 'Trance', 'Folk', 'Rock', 'Reggae', 'Emo', 'World', 'Grunge', 'K-Pop', 'Indie', 'Acoustic', 'Synthwave', 'Latin', 'Disco']","#InMyFeelings,#Soulful,#Dreamy,#RawEmotions,#LateNightVibes,#MusicToFeelTo,#LoveSong,#FeelingsMatter,#SelfReflection,#LifeFeels"
74,429,4,2024-02-10 14:27:23.161796,-1,"['Ambient', 'Rock', 'Metal', 'Reggae', 'Opera', 'Latin', 'DrumAndBass', 'Dubstep', 'Punk', 'Jazz', 'Lo-fi', 'R&B', 'Funk', 'Country', 'House', 'Afrobeats', 'Ska', 'Blues']",#MusicMood
5,302,2,2024-12-01 08:25:23.161800,1,"['Punk', 'World', 'Jazz', 'Folk']","#Heartbreak,#OnMyMind"
6,353,0,2024-03-11 14:50:23.161803,-1,"['Country', 'Emo', 'Reggae', 'Classical', 'House']","#MusicToFeelTo,#LostInThought,#CryingInTheClub,#FeelingsMatter"
12,57,0,2024-03-30 17:10:23.161806,-1,"['DrumAndBass', 'Indie', 'Metal', 'World', 'Trap', 'Alternative', 'Gospel', 'Funk', 'House', 'R&B', 'Blues', 'Folk', 'Electronic', 'Disco']","#SelfReflection,#Soulful,#AloneButNotLonely,#MusicTherapy,#MusicToFeelTo,#LostInThought,#InnerPeace,#ChillVibes"
6,425,1,2024-03-08 05:40:23.161810,1,['DrumAndBass'],"#RawEmotions,#InMyFeelings,#StoryOfMyLife,#LostInThought,#DeepThoughts,#MusicTherapy,#FeelsTrain,#OnMyMind,#MusicToFeelTo,#CryingInTheClub,#MusicMood,#AloneButNotLonely,#JustVibing,#FeelingsMatter,#LifeFeels"
55,135,1,2024-09-07 03:24:23.161813,-1,['Acoustic'],"#CryingInTheClub,#JustVibing,#LoveSong,#ViralSound,#MusicMood,#SelfReflection,#LostInThought,#StoryOfMyLife,#Emotional,#MusicToFeelTo,#SadBoyHours,#LateNightVibes"
70,337,1,2024-11-25 18:30:23.161816,2,"['Trap', 'Ambient', 'R&B', 'Rock', 'Electronic', 'Ska', 'Classical', 'Emo', 'Soul', 'K-Pop', 'Indie']","#Emotional,#LostAndFound,#BrokenHeart,#Mood,#TikTokViral,#InMyFeelings"
21,179,1,2024-11-19 22:01:23.161820,1,"['Grunge', 'Lo-fi', 'Trance', 'Alternative', 'Classical', 'Disco', 'Blues']","#MusicToFeelTo,#SelfReflection,#MusicTherapy,#MusicMood,#FeelingsMatter,#RawEmotions,#Mood,#DeepThoughts,#Heartbreak,#Emotional,#JustVibing"
91,377,2,2024-06-20 22:03:23.161826,1,['Emo'],"#Soulful,#OnMyMind,#LateNightVibes,#FeelingsMatter,#JustVibing,#InMyFeelings,#MusicTherapy,#HealingThroughMusic,#BrokenHeart,#AloneButNotLonely,#Mood"
50,339,1,2024-04-02 23:18:23.161830,-1,"['Funk', 'Alternative', 'R&B', 'Latin', 'Jazz', 'Electronic', 'Disco', 'Synthwave']","#Dreamy,#CryingInTheClub,#LoveSong,#DeepThoughts,#InnerPeace,#MusicToFeelTo,#SadBoyHours,#InMyFeelings,#Mood,#FeelsTrain,#SelfReflection,#Soulful,#FeelingsMatter,#BrokenHeart,#TikTokViral"
13,261,3,2025-01-20 13:45:23.161833,2,['Grunge'],#MusicToFeelTo
14,299,1,2024-08-08 23:14:23.161836,-1,"['Emo', 'Metal', 'Soul', 'Techno']","#Soulful,#LostInThought,#MusicToFeelTo,#CurrentMood,#Heartbreak,#ChillVibes,#ViralSound,#FeelsTrain,#SelfReflection,#OnMyMind,#JustVibing"
72,155,1,2024-02-04 02:59:23.161843,1,"['Electronic', 'Classical', 'Rock', 'Jazz', 'Dancehall', 'Indie', 'DrumAndBass', 'R&B']","#MusicMood,#LostAndFound,#HealingThroughMusic,#MusicTherapy"
84,436,2,2024-11-25 15:50:23.161846,-1,"['EDM', 'Lo-fi', 'Chillstep', 'Acoustic', 'Trance', 'Pop', 'Country']",
65,157,1,2024-04-03 19:11:23.161850,1,"['Afrobeats', 'DrumAndBass', 'Grunge', 'Lo-fi']","#LostInThought,#InnerPeace,#LoveSong,#LostAndFound,#Heartbreak,#SelfReflection,#ViralSound,#TikTokViral,#MusicToFeelTo,#InMyFeelings,#HealingThroughMusic,#Mood"
9,16,2,2024-02-20 20:23:23.161853,-1,"['Grunge', 'Metal', 'Ambient', 'Ska', 'Classical', 'World', 'Soul', 'DrumAndBass', 'Dubstep', 'Trap', 'Blues']","#Soulful,#HealingThroughMusic,#LostAndFound,#RawEmotions,#TikTokViral,#MusicMood,#OnMyMind,#MusicToFeelTo,#LostInThought,#BrokenHeart,#Dreamy,#MusicTherapy,#Emotional,#AloneButNotLonely"
94,255,0,2024-10-03 01:58:23.161857,2,"['Emo', 'Soul', 'Techno', 'R&B', 'Lo-fi', 'Alternative', 'Jazz']","#OnMyMind,#InMyFeelings,#BrokenHeart"
21,322,2,2025-01-17 15:37:23.161860,2,"['R&B', 'Dancehall', 'House', 'Metal', 'Acoustic', 'Jazz', 'Rock', 'Grunge', 'Ska', 'Blues', 'Techno', 'Hip-Hop', 'Trance', 'Gospel', 'Afrobeats', 'Pop', 'Opera']","#MusicTherapy,#MusicMood,#Heartbreak,#JustVibing,#InMyFeelings,#LifeFeels,#ViralSound,#AloneButNotLonely,#FeelsTrain,#Mood,#CurrentMood,#LateNightVibes"
78,25,2,2024-11-29 17:22:23.161863,2,"['Ambient', 'Metal', 'Synthwave', 'Funk']","#InnerPeace,#ChillVibes,#HealingThroughMusic,#FeelsTrain,#Soulful,#OnMyMind,#LoveSong,#LostInThought"
10,194,2,2024-07-01 21:25:23.161866,-1,"['Electronic', 'Soul', 'Gospel', 'Disco', 'Indie', 'World', 'Trance', 'Trap', 'Metal', 'Latin', 'Opera', 'R&B']",#MusicMood
65,256,0,2024-07-28 07:17:23.161870,1,"['Alternative', 'Folk', 'Country', 'Lo-fi', 'Latin', 'Metal', 'Chillstep', 'Blues', 'Synthwave', 'Electronic', 'Ska', 'World', 'Reggae', 'Punk', 'Trance', 'Techno', 'Classical']","#AloneButNotLonely,#MusicToFeelTo"
93,385,2,2024-02-22 08:20:23.161873,2,"['Alternative', 'Opera', 'Trance', 'Indie', 'K-Pop', 'Disco', 'Chillstep', 'Jazz']","#StoryOfMyLife,#DeepThoughts,#LifeFeels,#ViralSound,#Soulful,#Emotional,#CurrentMood,#RawEmotions,#FeelsTrain,#LateNightVibes,#SadBoyHours,#InMyFeelings,#ChillVibes,#Relatable"
90,337,0,2024-01-30 13:34:23.161877,-1,"['Trap', 'Ambient', 'R&B', 'Rock', 'Electronic', 'Ska', 'Classical', 'Emo', 'Soul', 'K-Pop', 'Indie']","#Emotional,#LostAndFound,#BrokenHeart,#Mood,#TikTokViral,#InMyFeelings"
50,318,2,2024-10-25 20:24:23.161880,2,"['Gospel', 'Country', 'R&B', 'Blues', 'Hip-Hop', 'Acoustic', 'Ambient', 'Dubstep', 'Metal', 'Alternative']","#CurrentMood,#ChillVibes,#Dreamy,#DeepThoughts,#SadBoyHours"
85,480,2,2024-08-10 16:04:23.161883,2,"['Dancehall', 'Indie', 'Disco', 'Acoustic', 'House', 'R&B', 'Trap']","#Mood,#AloneButNotLonely,#LostAndFound,#CryingInTheClub,#JustVibing,#Soulful,#BrokenHeart,#OnMyMind,#Emotional"
59,45,2,2024-02-10 16:55:23.161887,1,"['Opera', 'Synthwave', 'Country']","#CryingInTheClub,#MusicToFeelTo,#ChillVibes,#StoryOfMyLife,#LostAndFound,#MusicMood,#Relatable,#JustVibing,#MusicTherapy,#CurrentMood,#Emotional,#FeelsTrain"
41,85,0,2024-11-28 09:48:23.161890,1,"['R&B', 'Classical', 'Pop', 'Dubstep', 'Hip-Hop', 'Opera']","#MusicMood,#ChillVibes,#ViralSound,#LifeFeels"
32,71,1,2024-03-02 22:23:23.161893,1,"['Blues', 'Pop', 'Indie', 'Ska', 'Country', 'Dubstep', 'House', 'Chillstep', 'Trap', 'Gospel', 'Dancehall']",#LostAndFound
26,45,2,2025-01-20 02:58:23.161897,2,"['Opera', 'Synthwave', 'Country']","#CryingInTheClub,#MusicToFeelTo,#ChillVibes,#StoryOfMyLife,#LostAndFound,#MusicMood,#Relatable,#JustVibing,#MusicTherapy,#CurrentMood,#Emotional,#FeelsTrain"
16,152,1,2024-02-22 01:26:23.161900,1,"['Disco', 'Lo-fi', 'Opera', 'Alternative', 'Dubstep', 'House', 'Classical', 'Blues', 'Ska', 'Country', 'Grunge', 'Reggae', 'Jazz', 'Afrobeats', 'Soul', 'EDM', 'Trap', 'Electronic']","#Emotional,#FeelsTrain,#CryingInTheClub,#JustVibing,#TikTokViral,#LifeFeels,#MusicToFeelTo,#SelfReflection,#ChillVibes,#ViralSound,#InMyFeelings"
88,416,1,2024-03-31 00:37:23.161903,-1,"['Lo-fi', 'Chillstep', 'Reggae']","#CryingInTheClub,#DeepThoughts,#StoryOfMyLife,#Dreamy,#Heartbreak,#Relatable,#ChillVibes,#ViralSound,#InnerPeace,#LostInThought,#BrokenHeart"
56,116,1,2024-02-07 13:17:23.161907,2,"['Trance', 'Chillstep', 'Acoustic', 'Reggae', 'Grunge', 'EDM']","#StoryOfMyLife,#ChillVibes,#LateNightVibes,#CurrentMood"
7,325,2,2024-11-01 02:29:23.161911,1,"['Blues', 'Indie', 'Trap', 'House', 'Hip-Hop', 'Dancehall', 'Electronic', 'Ambient', 'Metal']","#LateNightVibes,#RawEmotions,#Emotional,#LoveSong,#SadBoyHours,#Relatable,#Soulful,#MusicMood"
33,88,2,2024-06-28 02:54:23.161914,2,"['Opera', 'World', 'Hip-Hop', 'Punk', 'Trance', 'Electronic', 'Classical', 'Dancehall', 'Emo', 'Alternative']","#StoryOfMyLife,#SelfReflection,#Mood,#LostAndFound,#TikTokViral,#JustVibing,#InnerPeace,#FeelsTrain,#MusicTherapy,#LoveSong,#CryingInTheClub,#Heartbreak"
10,244,2,2024-03-19 11:09:23.161917,2,"['Pop', 'Opera', 'Electronic', 'Soul', 'Alternative', 'Dubstep', 'Reggae', 'Blues', 'Dancehall', 'Punk', 'Lo-fi', 'Gospel', 'House']","#TikTokViral,#Dreamy,#LostInThought,#DeepThoughts,#Heartbreak,#HealingThroughMusic,#CurrentMood,#Mood,#Relatable,#SelfReflection"
1,275,2,2024-10-14 17:42:23.161921,1,"['Alternative', 'Pop', 'Electronic', 'Metal']","#Relatable,#RawEmotions,#InMyFeelings,#StoryOfMyLife,#CryingInTheClub,#OnMyMind,#CurrentMood,#LoveSong,#SadBoyHours,#Dreamy,#ChillVibes,#TikTokViral,#FeelsTrain,#SelfReflection,#Heartbreak"
9,343,0,2024-05-04 06:13:23.161924,2,"['Alternative', 'K-Pop', 'Emo', 'Acoustic', 'Metal', 'Disco', 'Hip-Hop']",#HealingThroughMusic
60,135,1,2024-04-25 13:08:23.161927,1,['Acoustic'],"#CryingInTheClub,#JustVibing,#LoveSong,#ViralSound,#MusicMood,#SelfReflection,#LostInThought,#StoryOfMyLife,#Emotional,#MusicToFeelTo,#SadBoyHours,#LateNightVibes"
90,281,2,2024-11-14 18:58:23.161930,1,"['Disco', 'Chillstep', 'K-Pop', 'World', 'House', 'Blues', 'Classical', 'Afrobeats', 'DrumAndBass', 'EDM', 'Country', 'Gospel', 'Alternative', 'Trance', 'R&B', 'Funk', 'Grunge']",#SadBoyHours
25,16,4,2024-03-16 13:22:23.161934,-1,"['Grunge', 'Metal', 'Ambient', 'Ska', 'Classical', 'World', 'Soul', 'DrumAndBass', 'Dubstep', 'Trap', 'Blues']","#Soulful,#HealingThroughMusic,#LostAndFound,#RawEmotions,#TikTokViral,#MusicMood,#OnMyMind,#MusicToFeelTo,#LostInThought,#BrokenHeart,#Dreamy,#MusicTherapy,#Emotional,#AloneButNotLonely"
17,187,3,2024-11-12 17:29:23.161937,-1,"['Emo', 'Afrobeats', 'Classical', 'Opera', 'Trap', 'Synthwave', 'Punk', 'Dancehall', 'Country', 'Dubstep', 'Indie', 'Folk', 'K-Pop', 'Acoustic', 'Chillstep', 'R&B']","#Mood,#Emotional"
36,370,1,2024-03-08 04:14:23.161940,1,"['Dancehall', 'DrumAndBass', 'World', 'Folk', 'Trap', 'Latin', 'Jazz', 'Pop', 'Lo-fi', 'R&B', 'Synthwave', 'Funk', 'Afrobeats', 'EDM', 'Opera', 'Dubstep', 'Indie', 'Metal', 'K-Pop']","#RawEmotions,#LostInThought,#ViralSound,#LostAndFound,#InMyFeelings,#SelfReflection,#OnMyMind,#BrokenHeart,#LoveSong,#LifeFeels,#FeelingsMatter,#DeepThoughts,#Mood,#HealingThroughMusic,#ChillVibes"
7,348,1,2024-05-09 17:03:23.161944,-1,[],"#StoryOfMyLife,#RawEmotions,#Heartbreak,#Mood,#AloneButNotLonely,#Emotional,#ViralSound,#HealingThroughMusic"
46,77,2,2024-12-21 15:00:23.161947,1,"['Gospel', 'Punk', 'Chillstep', 'Classical', 'Soul', 'House', 'Country', 'Metal', 'Electronic', 'K-Pop', 'Funk', 'Jazz', 'Trap', 'Acoustic', 'Emo', 'EDM', 'DrumAndBass']","#Mood,#DeepThoughts,#RawEmotions,#JustVibing,#MusicToFeelTo,#FeelsTrain,#StoryOfMyLife,#ChillVibes,#MusicTherapy,#CurrentMood,#CryingInTheClub,#TikTokViral,#LifeFeels,#LostAndFound,#LateNightVibes"
99,154,2,2024-03-27 06:06:23.161953,1,"['House', 'Techno', 'Soul', 'Synthwave', 'Latin', 'Pop', 'Ska', 'Alternative', 'Emo', 'Jazz', 'Opera', 'Disco', 'Trance', 'R&B', 'Dubstep', 'Ambient']",
16,216,1,2024-11-29 22:41:23.161957,-1,"['Punk', 'Emo', 'Dancehall']","#Heartbreak,#LostInThought,#OnMyMind,#FeelingsMatter,#Emotional,#InnerPeace,#ChillVibes,#HealingThroughMusic,#CurrentMood,#AloneButNotLonely,#LostAndFound,#InMyFeelings,#FeelsTrain"
15,15,0,2024-05-25 17:36:23.161960,-1,"['Rock', 'R&B', 'Folk', 'Punk', 'House', 'Jazz', 'Reggae', 'Ska', 'K-Pop', 'Afrobeats', 'Opera']","#StoryOfMyLife,#MusicMood,#TikTokViral,#MusicTherapy,#SelfReflection,#FeelsTrain,#MusicToFeelTo,#LateNightVibes,#LostAndFound,#OnMyMind,#Soulful,#Emotional,#LifeFeels,#Mood,#LostInThought"
80,200,0,2025-01-04 22:00:23.161963,-1,"['Alternative', 'Metal', 'Gospel', 'Country', 'Jazz', 'World', 'Techno', 'Chillstep', 'Reggae', 'Acoustic', 'Trance', 'EDM']",
81,265,1,2024-06-02 19:43:23.161966,2,"['Synthwave', 'Jazz', 'Emo', 'Gospel', 'Soul', 'Funk', 'Ambient', 'Trap', 'K-Pop', 'Rock']","#HealingThroughMusic,#FeelingsMatter,#InnerPeace,#JustVibing,#AloneButNotLonely,#LostAndFound,#CryingInTheClub,#LoveSong,#Soulful"
94,138,0,2025-01-10 02:04:23.161970,-1,"['Techno', 'Indie', 'Electronic', 'Trap', 'Synthwave', 'Reggae', 'EDM']","#CryingInTheClub,#StoryOfMyLife,#FeelingsMatter,#DeepThoughts,#BrokenHeart,#SelfReflection,#Emotional,#ChillVibes,#OnMyMind,#MusicTherapy,#Soulful"
24,375,2,2024-12-30 09:21:23.161973,-1,"['Funk', 'Jazz', 'R&B', 'Trap', 'Disco', 'Electronic']","#InnerPeace,#StoryOfMyLife,#Soulful,#FeelingsMatter,#Mood,#LostInThought,#LoveSong,#Heartbreak,#FeelsTrain"
91,99,0,2024-06-14 18:17:23.161979,-1,"['Emo', 'Jazz', 'Ambient', 'Synthwave', 'Metal', 'Ska', 'Trap', 'Grunge', 'DrumAndBass', 'World', 'Disco', 'Latin']","#InnerPeace,#LostInThought,#MusicMood,#BrokenHeart,#CurrentMood,#LateNightVibes,#DeepThoughts,#JustVibing,#RawEmotions,#OnMyMind"
60,386,0,2024-07-27 05:03:23.161983,-1,"['Soul', 'World', 'Ambient', 'Pop', 'Dubstep', 'EDM', 'Afrobeats', 'Synthwave', 'Jazz', 'Ska', 'Indie', 'Techno', 'Emo']","#LoveSong,#FeelingsMatter,#JustVibing,#StoryOfMyLife,#SelfReflection,#LostInThought,#AloneButNotLonely,#CryingInTheClub,#InMyFeelings,#Soulful,#TikTokViral"
24,485,2,2024-11-16 23:54:23.161986,1,"['Latin', 'Disco', 'Lo-fi', 'Grunge', 'EDM']","#Soulful,#ViralSound,#CryingInTheClub,#StoryOfMyLife"
29,188,1,2024-03-13 22:25:23.161989,2,"['Folk', 'Funk', 'Metal', 'R&B', 'Pop']","#Emotional,#RawEmotions,#LifeFeels,#BrokenHeart,#DeepThoughts,#LoveSong"
16,267,1,2025-01-15 20:40:23.161992,2,"['Chillstep', 'Gospel', 'Indie', 'Electronic', 'Ska', 'Hip-Hop', 'Dancehall', 'Reggae', 'Lo-fi', 'Folk', 'Alternative', 'Dubstep', 'Opera', 'Soul', 'Latin', 'Acoustic', 'Country', 'Afrobeats', 'Synthwave']","#FeelsTrain,#MusicTherapy,#Heartbreak,#JustVibing"
98,130,3,2024-07-03 07:24:23.161996,-1,"['Country', 'Metal', 'Classical', 'Pop']","#Emotional,#CryingInTheClub,#AloneButNotLonely,#DeepThoughts,#LoveSong,#FeelsTrain,#CurrentMood,#TikTokViral"
64,89,0,2024-06-23 13:38:23.161999,-1,['Soul'],"#FeelsTrain,#Heartbreak,#LostAndFound,#ViralSound,#SadBoyHours,#LoveSong,#MusicMood,#LostInThought,#Emotional"
1,334,2,2024-05-12 19:37:23.162002,1,"['Punk', 'Dubstep']","#MusicToFeelTo,#StoryOfMyLife,#RawEmotions,#LostInThought,#FeelsTrain,#LostAndFound"
8,44,1,2024-11-28 20:50:23.162005,-1,"['Classical', 'Electronic', 'Trance', 'Folk', 'Gospel', 'Hip-Hop', 'Disco', 'Blues', 'Dubstep', 'Funk', 'Techno']","#Relatable,#FeelsTrain,#StoryOfMyLife,#DeepThoughts,#HealingThroughMusic,#Dreamy,#JustVibing,#ViralSound,#LostInThought,#RawEmotions,#FeelingsMatter,#MusicToFeelTo,#OnMyMind,#CryingInTheClub"
39,477,2,2025-01-15 01:17:23.162009,-1,"['Grunge', 'Punk', 'Classical', 'Trance', 'Techno', 'Metal']","#OnMyMind,#StoryOfMyLife"
50,85,2,2025-01-02 07:48:23.162012,1,"['R&B', 'Classical', 'Pop', 'Dubstep', 'Hip-Hop', 'Opera']","#MusicMood,#ChillVibes,#ViralSound,#LifeFeels"
75,314,0,2024-04-09 23:21:23.162015,-1,"['Ambient', 'Techno', 'Punk', 'Afrobeats', 'Chillstep', 'Funk', 'Soul', 'Alternative', 'Gospel', 'World', 'Acoustic', 'Dubstep']","#RawEmotions,#ViralSound,#Soulful,#AloneButNotLonely,#LoveSong,#MusicMood,#SelfReflection,#SadBoyHours,#Relatable,#Mood,#MusicToFeelTo,#CurrentMood,#LostInThought"
51,118,2,2024-07-29 14:36:23.162018,-1,"['Rock', 'Opera', 'Gospel', 'Ska', 'Folk', 'Pop', 'House']","#CurrentMood,#StoryOfMyLife,#OnMyMind,#SadBoyHours,#LateNightVibes,#Emotional,#MusicMood"
95,450,1,2024-07-15 22:11:23.162022,1,"['Emo', 'Latin', 'Jazz', 'Rock', 'Country', 'Trance', 'Funk', 'Reggae', 'EDM', 'Alternative']","#Heartbreak,#Dreamy,#InnerPeace,#SadBoyHours,#MusicTherapy,#FeelingsMatter,#OnMyMind,#AloneButNotLonely,#SelfReflection,#HealingThroughMusic"
10,375,0,2024-12-27 07:02:23.162025,1,"['Funk', 'Jazz', 'R&B', 'Trap', 'Disco', 'Electronic']","#InnerPeace,#StoryOfMyLife,#Soulful,#FeelingsMatter,#Mood,#LostInThought,#LoveSong,#Heartbreak,#FeelsTrain"
27,123,1,2024-12-10 04:22:23.162028,1,"['Grunge', 'Latin', 'Dancehall', 'Gospel', 'EDM', 'Reggae', 'Emo', 'Punk', 'Country', 'Trap', 'House', 'R&B', 'Disco', 'Hip-Hop', 'Acoustic', 'Ska', 'World', 'Jazz']","#RawEmotions,#CurrentMood,#InnerPeace,#MusicMood"
58,301,1,2024-10-22 18:43:23.162031,-1,"['Disco', 'Pop', 'R&B', 'Chillstep', 'Dancehall', 'Folk', 'Synthwave', 'Opera', 'Jazz', 'Indie', 'World', 'Classical', 'Funk', 'Trap', 'Alternative']",
50,89,2,2024-05-12 18:22:23.162035,-1,['Soul'],"#FeelsTrain,#Heartbreak,#LostAndFound,#ViralSound,#SadBoyHours,#LoveSong,#MusicMood,#LostInThought,#Emotional"
57,79,2,2024-08-24 22:05:23.162038,-1,"['Funk', 'Soul', 'House', 'Opera', 'Chillstep', 'Trap', 'Lo-fi', 'R&B', 'Alternative', 'Emo', 'Pop', 'Jazz', 'Ska', 'Metal', 'Dubstep']","#Soulful,#OnMyMind,#TikTokViral,#CurrentMood,#InnerPeace,#DeepThoughts,#Emotional,#Heartbreak,#RawEmotions,#Relatable,#BrokenHeart,#MusicTherapy,#CryingInTheClub"
97,148,2,2024-07-09 22:17:23.162041,-1,[],"#StoryOfMyLife,#CryingInTheClub,#HealingThroughMusic,#RawEmotions,#CurrentMood,#Mood,#LateNightVibes,#MusicMood,#BrokenHeart,#ViralSound,#FeelsTrain"
12,355,1,2024-12-10 11:10:23.162044,2,"['DrumAndBass', 'Ambient', 'Indie', 'Afrobeats', 'Reggae', 'House', 'Disco', 'Acoustic', 'K-Pop', 'Rock', 'Folk', 'Trance', 'Chillstep', 'Gospel', 'Funk', 'Grunge']","#SadBoyHours,#Emotional,#Dreamy,#LostAndFound,#CurrentMood,#InnerPeace,#Heartbreak,#Relatable,#OnMyMind"
96,338,2,2024-09-18 22:39:23.162048,1,"['Punk', 'Hip-Hop', 'Funk', 'EDM', 'Ska', 'Alternative', 'Chillstep', 'Ambient', 'Indie', 'Pop']","#MusicTherapy,#BrokenHeart,#MusicMood,#DeepThoughts,#OnMyMind"
43,160,2,2024-12-24 08:06:23.162051,-1,"['Latin', 'World', 'Dubstep', 'Soul', 'Rock', 'Techno', 'Electronic', 'Trap', 'Opera', 'House', 'Ska', 'Dancehall', 'Reggae']","#Mood,#MusicToFeelTo,#Emotional,#StoryOfMyLife,#Dreamy,#SelfReflection,#JustVibing,#HealingThroughMusic,#LifeFeels,#ViralSound"
81,436,2,2024-08-12 04:29:23.162054,2,"['EDM', 'Lo-fi', 'Chillstep', 'Acoustic', 'Trance', 'Pop', 'Country']",
35,164,1,2024-08-05 08:50:23.162057,2,['Synthwave'],"#InMyFeelings,#InnerPeace,#MusicTherapy,#Relatable,#LostAndFound,#BrokenHeart,#LifeFeels,#FeelingsMatter,#Dreamy,#LateNightVibes,#CryingInTheClub,#CurrentMood"
8,334,2,2024-05-26 04:26:23.162061,-1,"['Punk', 'Dubstep']","#MusicToFeelTo,#StoryOfMyLife,#RawEmotions,#LostInThought,#FeelsTrain,#LostAndFound"
23,300,0,2024-10-30 07:54:23.162064,-1,"['K-Pop', 'Punk', 'World', 'Metal']","#InMyFeelings,#JustVibing,#ChillVibes"
64,435,0,2024-12-10 07:12:23.162067,-1,"['R&B', 'Jazz', 'Rock', 'Grunge', 'Dancehall', 'Latin']",#LateNightVibes
43,59,1,2024-06-30 20:00:23.162070,-1,"['Jazz', 'Acoustic', 'Chillstep', 'Latin', 'Disco', 'Lo-fi']","#DeepThoughts,#MusicMood,#AloneButNotLonely,#LoveSong,#FeelsTrain,#LateNightVibes,#CryingInTheClub,#SadBoyHours,#MusicToFeelTo,#OnMyMind,#Emotional"
30,182,2,2024-04-16 17:30:23.162073,1,"['Synthwave', 'Pop', 'Classical', 'Afrobeats', 'Ska', 'Dubstep', 'Acoustic']","#LateNightVibes,#RawEmotions,#MusicTherapy,#InMyFeelings,#Mood"
2,46,4,2024-02-14 09:27:23.162077,-1,"['Gospel', 'Indie', 'Metal', 'Folk']","#SelfReflection,#AloneButNotLonely,#LostInThought,#ViralSound,#HealingThroughMusic,#Mood,#LateNightVibes,#ChillVibes,#MusicToFeelTo,#InnerPeace,#LoveSong,#BrokenHeart,#FeelsTrain,#CurrentMood,#InMyFeelings"
21,176,1,2024-03-20 03:30:23.162080,-1,"['Synthwave', 'Grunge', 'Classical', 'Hip-Hop', 'Jazz', 'Techno', 'Emo', 'Country', 'Folk', 'K-Pop', 'Disco', 'EDM', 'Chillstep', 'Alternative']","#InMyFeelings,#LostAndFound,#Dreamy,#MusicMood,#ChillVibes,#HealingThroughMusic,#SadBoyHours,#JustVibing,#Mood,#FeelingsMatter,#Heartbreak,#Emotional,#MusicTherapy"
78,490,1,2024-06-18 11:37:23.162083,-1,"['Trap', 'Punk', 'Dubstep', 'Funk', 'Rock', 'Chillstep', 'Hip-Hop']","#Mood,#Emotional,#MusicTherapy,#LateNightVibes,#RawEmotions,#SadBoyHours,#BrokenHeart,#CryingInTheClub,#InMyFeelings,#Soulful,#HealingThroughMusic,#Relatable"
21,162,1,2024-11-05 07:29:23.162087,-1,"['Acoustic', 'Trap', 'Metal']","#FeelsTrain,#TikTokViral,#FeelingsMatter,#InMyFeelings,#OnMyMind,#Mood,#DeepThoughts,#InnerPeace,#CryingInTheClub,#RawEmotions,#ViralSound,#ChillVibes,#LostAndFound,#JustVibing,#StoryOfMyLife"
2,273,2,2024-05-13 05:53:23.162090,2,['Emo'],"#CryingInTheClub,#LostAndFound,#BrokenHeart,#SelfReflection"
